n	Momentum	!!Diff	Sigma=5.0
0	0.999999426696856	-5.733031439580927e-07
2	0.999984559501709	-1.5440498291052762e-05
4	2.99958199862644	-0.00013933379118669098
6	14.9886179961651	-0.0007588002556599971
8	104.688026048979	-0.002971180485914271
10	936.384736336377	-0.009116681125526882
12	10155.0446470894	-0.023083728033727713
14	128385.894096893	-0.049943433626425504
16	1835046.25357166	-0.09470960961425734
18	28927232.3636749	-0.16054222136106733
20	492903566.23374	-0.2471640789226598
22	8933128674.00648	-0.3502853379245542
24	170015804079.597	-0.462373662926614
